iteration,timestamp_start,timestamp_end,duration_seconds,parameter_key,prompt,negative_prompt,cfg_scale,hypothesis,parent_iteration,search_phase,inference_exit_code,evaluation_exit_code,run_status,failure_reason,metrics_json_sha256,output_video_path,composite_relative_gain,metrics_beating_osd,metrics_gain_ge_2pct,psnr_delta_db,target_met,is_best,metric_psnr,delta_vs_osdenhancer_psnr,relative_gain_psnr,metric_ssim,delta_vs_osdenhancer_ssim,relative_gain_ssim,metric_lpips,delta_vs_osdenhancer_lpips,relative_gain_lpips,metric_dists,delta_vs_osdenhancer_dists,relative_gain_dists,metric_clipiqa,delta_vs_osdenhancer_clipiqa,relative_gain_clipiqa,metric_clipiqa_plus,delta_vs_osdenhancer_clipiqa_plus,relative_gain_clipiqa_plus,metric_niqe,delta_vs_osdenhancer_niqe,relative_gain_niqe,metric_ilniqe,delta_vs_osdenhancer_ilniqe,relative_gain_ilniqe,metric_liqe,delta_vs_osdenhancer_liqe,relative_gain_liqe,metric_musiq,delta_vs_osdenhancer_musiq,relative_gain_musiq,metric_maniqa,delta_vs_osdenhancer_maniqa,relative_gain_maniqa,metric_brisque,delta_vs_osdenhancer_brisque,relative_gain_brisque,metric_dover_overall,delta_vs_osdenhancer_dover_overall,relative_gain_dover_overall,metric_dover_aesthetic,delta_vs_osdenhancer_dover_aesthetic,relative_gain_dover_aesthetic,metric_dover_technical,delta_vs_osdenhancer_dover_technical,relative_gain_dover_technical,metric_fastervqa,delta_vs_osdenhancer_fastervqa,relative_gain_fastervqa,metric_md_vqa,delta_vs_osdenhancer_md_vqa,relative_gain_md_vqa,metric_ewarp_x1000,delta_vs_osdenhancer_ewarp_x1000,relative_gain_ewarp_x1000
215,2026-07-27T04:16:34+00:00,2026-07-27T04:22:56+00:00,382.567,5671d448f8156fc260e23c2bde02b8e0c0430b1643b4ef7d4a1f814759a69129,"Natural high-quality faithful restoration of the input video, preserving the original scene and motion while improving clean credible detail, stable edges, realistic color, and perceptual quality without invented content.","flickering, temporal inconsistency, unstable details, hallucinated textures, oversharpening, ringing artifacts, color shifts, ghosting, motion trails, warped structures, plastic texture, excessive smoothing, noise amplification",0.500000,Low-CFG fidelity prompt with artifact-focused negative prompt.,,prompt_negative_cfg,0,0,completed,,796f04d7eb2d4b89f41f51ab4f28859893f84a8d9c869d7b92be8964097b9fdf,results_test/UDM10,2.2160567899176185,2,2,0.13826107025146328,0,0,26.523261070251465,0.13826107025146328,0.00524013910371284,0.7840794056377774,0.010179405637777417,0.013153386274424882,0.2507463491972416,0.0015463491972415866,-0.006205253600487908,0.1250210812014918,0.008321081201491803,-0.07130318081826738,0.39490982976651967,-0.011890170233480324,-0.029228540396952614,0.5577192743939738,-0.005980725606026138,-0.01060976690797612,4.927763459508029,0.36796345950802856,-0.08069728047458848,32.2835287803906,0.7608287803905966,-0.024135901442154276,3.0996927499771116,0.20859274997711186,0.07214996021483583,65.52811540172948,-0.13808459827052388,-0.0021028260851172122,0.3183110896858477,-0.004288910314152294,-0.013294824284415047,29.50005630985383,-4.00824369014617,0.11961942832510661,0.5609388411045074,0.0035388411045074175,0.006348835853081122,0.981154841184616,0.003054841184616075,0.003123240143764518,0.10775467045605183,0.004654670456051835,0.04514714312368414,0.7514012959514793,-0.04349870404852074,-0.054722234304341096,83.844,10.73899999999999,0.14689829697011134,1.8042231529640655,0.2119231529640655,-0.1330924781536554
216,2026-07-27T04:22:56+00:00,2026-07-27T04:29:12+00:00,375.953,70c2886d27252fa93c2eebd41bbf5559ecb34844cc6ed8beb3bcea15a630fcd8,"Natural high-quality faithful restoration of the input video, preserving the original scene and motion while improving clean credible detail, stable edges, realistic color, and perceptual quality without invented content.","flickering, temporal inconsistency, unstable details, hallucinated textures, oversharpening, ringing artifacts, color shifts, ghosting, motion trails, warped structures, plastic texture, excessive smoothing, noise amplification",0.550000,Low-CFG fidelity prompt with artifact-focused negative prompt.,,prompt_negative_cfg,0,0,completed,,7e78fad54282da86cb31265932d4f12ca4261ae31547a70bbfd97f79a30e0d90,results_test/UDM10,2.2160279716801723,2,2,0.13643348570792568,0,0,26.521433485707927,0.13643348570792568,0.0051708730607514,0.7840862576274734,0.010186257627473383,0.013162240118197936,0.2507910264355521,0.0015910264355521175,-0.006384536258234821,0.1250989144848239,0.00839891448482391,-0.07197013268915091,0.3950575900654639,-0.011742409934536069,-0.02886531449001,0.5575987435156299,-0.006101256484370099,-0.010823587873638636,4.931255823155622,0.371455823155622,-0.0814631832877806,32.316988810803664,0.7942888108036641,-0.025197359705978997,3.099861805285177,0.20876180528517718,0.0722084346045371,65.52353724818076,-0.1426627518192447,-0.0021725446549251317,0.31841097639933713,-0.004189023600662867,-0.012985194050411862,29.48625291393649,-4.022047086063509,0.12003136793163213,0.5556271374225616,-0.001772862577438361,-0.0031805930703953374,0.9817758202552795,0.0036758202552795716,0.003758123152315276,0.1007445901632309,-0.002355409836769101,-0.02284587620532591,0.7522269275874349,-0.04267307241256513,-0.053683573295465,83.801,10.695999999999998,0.14631010190821417,1.8065744808457869,0.21427448084578682,-0.13456916463341506
217,2026-07-27T04:29:13+00:00,2026-07-27T04:35:31+00:00,378.203,cea75a77cd11c4a9efa0ab8f749e2103fc0760ee44a7e49bee02065b8bdfb9f3,"Natural high-quality faithful restoration of the input video, preserving the original scene and motion while improving clean credible detail, stable edges, realistic color, and perceptual quality without invented content.","flickering, temporal inconsistency, unstable details, hallucinated textures, oversharpening, ringing artifacts, color shifts, ghosting, motion trails, warped structures, plastic texture, excessive smoothing, noise amplification",0.600000,Low-CFG fidelity prompt with artifact-focused negative prompt.,,prompt_negative_cfg,0,0,completed,,0e2b5a1bb975a8944bd3aeeebf6435fdd9ca4cda9f1e4098eab2bbc6cf3565ca,results_test/UDM10,2.2159507358297135,2,2,0.13567933236398844,0,0,26.52067933236399,0.13567933236398844,0.005142290406063613,0.784090669830776,0.010190669830775989,0.013167941375857332,0.25081371511182476,0.0016137151118247595,-0.006475582310693256,0.12518224658504612,0.008482246585046122,-0.07268420381359145,0.39495602447179057,-0.011843975528209427,-0.02911498409097696,0.5573440737301304,-0.006355926269869583,-0.011275370356341286,4.9300341808652295,0.3702341808652294,-0.0811952675260383,32.32954636575287,0.8068463657528682,-0.025595725167985868,3.100984135366255,0.20988413536625528,0.07259663635510888,65.51107014071557,-0.15512985928442902,-0.0023624004325578304,0.3184214853230984,-0.004178514676901612,-0.012952618341294521,29.475253985005043,-4.033046014994955,0.12035961284204079,0.5602378159761429,0.0028378159761428545,0.005091166085652771,0.9815788209438324,0.0034788209438324502,0.0035567129576039775,0.10492570400238037,0.0018257040023803711,0.01770808925684162,0.758710584079586,-0.036189415920414025,-0.0455270045545528,83.784,10.679000000000002,0.1460775596744409,1.803939363599056,0.21163936359905589,-0.1329142520875814
218,2026-07-27T04:35:31+00:00,2026-07-27T04:41:55+00:00,383.775,453a29c86696c4dc4decef25f15366c77fa1abab98926b434d5346085c0591a1,"Natural high-quality faithful restoration of the input video, preserving the original scene and motion while improving clean credible detail, stable edges, realistic color, and perceptual quality without invented content.","flickering, temporal inconsistency, unstable details, hallucinated textures, oversharpening, ringing artifacts, color shifts, ghosting, motion trails, warped structures, plastic texture, excessive smoothing, noise amplification",0.650000,Low-CFG fidelity prompt with artifact-focused negative prompt.,,prompt_negative_cfg,0,0,completed,,a62284351d3d47c0f160748d8551cbe0bb1b10fec72724915452fe546884da3d,results_test/UDM10,2.2161323762253025,2,2,0.1345693846671807,0,0,26.519569384667182,0.1345693846671807,0.00510022303078191,0.7840986206760344,0.010198620676034387,0.013178215113108136,0.2508598123827288,0.0016598123827288036,-0.006660563333582679,0.12520772064885785,0.008507720648857853,-0.07290249056433465,0.39504194822042216,-0.011758051779577838,-0.028903765436523694,0.5574693028965303,-0.0062306971034696845,-0.011053214659339516,4.933003564610643,0.37320356461064286,-0.08184647673376964,32.321860610908445,0.7991606109084444,-0.025351908653397214,3.1004824776803295,0.2093824776803297,0.07242311842562682,65.50077950262255,-0.165420497377454,-0.002519111771009347,0.31854395969740806,-0.0040560403025919345,-0.01257297055980141,29.456996204007055,-4.051303795992943,0.12090448623155886,0.5544331401586533,-0.002966859841346703,-0.0053226764286808444,0.9816084444522858,0.0035084444522858194,0.0035869997467394125,0.10245890486985446,-0.0006410951301455414,-0.006218187489287502,0.7582059651524119,-0.03669403484758815,-0.04616182519510398,83.758,10.652999999999992,0.1457219068463168,1.8037482826912306,0.2114482826912305,-0.13279424900535736
219,2026-07-27T04:41:56+00:00,2026-07-27T04:48:18+00:00,382.066,07ce6facf73b24160828eb536696fff6d39c9b269d32ff19047033cb7612e044,"Natural high-quality faithful restoration of the input video, preserving the original scene and motion while improving clean credible detail, stable edges, realistic color, and perceptual quality without invented content.","flickering, temporal inconsistency, unstable details, hallucinated textures, oversharpening, ringing artifacts, color shifts, ghosting, motion trails, warped structures, plastic texture, excessive smoothing, noise amplification",0.700000,Low-CFG fidelity prompt with artifact-focused negative prompt.,,prompt_negative_cfg,0,0,completed,,f7c3f17796acb3a2e0d36b2eb3239c22d972ef6319316f656bb687f311605ecd,results_test/UDM10,2.2159436428022223,2,2,0.1338842281218504,0,0,26.518884228121852,0.1338842281218504,0.005074255376988835,0.7841084955412371,0.01020849554123704,0.013190974985446491,0.2508610681180031,0.0016610681180031228,-0.006665602399691504,0.12529329580645407,0.008593295806454071,-0.07363578240320541,0.39496089220047,-0.011839107799530013,-0.0291030181896018,0.5571559549339355,-0.00654404506606443,-0.011609091832649335,4.929428024366861,0.36962802436686104,-0.08106233263890106,32.33427918466726,0.8115791846672593,-0.025745865191346532,3.1002125563160066,0.20911255631600678,0.072329755565704,65.4949950679656,-0.17120493203439935,-0.002607200234434143,0.3185275149201193,-0.004072485079880672,-0.012623946310851434,29.454972987021165,-4.0533270129788335,0.12096486580873496,0.5612411558628082,0.0038411558628081988,0.006891201763200931,0.9815567433834076,0.0034567433834076233,0.003534141072904226,0.1063237328082323,0.0032237328082323075,0.03126801947848989,0.7443642234086303,-0.05053577659136976,-0.06357501143712387,83.852,10.747,0.14700772860953423,1.8019257831959596,0.2096257831959596,-0.1316496785756199
220,2026-07-27T04:48:18+00:00,2026-07-27T04:54:43+00:00,384.185,ffee4935c85a4eea5b511a5a275075897faba0a384bb6aef4a532c8f6c273f92,"Natural high-quality faithful restoration of the input video, preserving the original scene and motion while improving clean credible detail, stable edges, realistic color, and perceptual quality without invented content.","blur, flickering, temporal inconsistency, ghosting, warped structures, hallucinated textures, oversharpening, ringing artifacts, compression artifacts, color shifts, plastic texture, noise amplification",0.450000,Low-CFG fidelity prompt with artifact-focused negative prompt.,,prompt_negative_cfg,0,0,completed,,24b83688316e84447005f2f2840edea2bd5d035f74346a4b3f193a652d9feb5d,results_test/UDM10,2.2163115466903145,2,2,0.12920398835212765,0,0,26.51420398835213,0.12920398835212765,0.004896872781964284,0.7840915695717702,0.010191569571770143,0.013169103982129659,0.2505391496083429,0.0013391496083428878,-0.005373794576014799,0.12496992138124281,0.008269921381242815,-0.07086479332684503,0.39518462419509887,-0.011615375804901129,-0.028553037868488517,0.5575551713666609,-0.0061448286333390945,-0.01090088457218218,4.92861054291277,0.3688105429127697,-0.08088305252703401,32.29796871131927,0.7752687113192707,-0.024593981839095974,3.1085689317795535,0.21746893177955373,0.07522013482050215,65.56669734831779,-0.09950265168221506,-0.0015152795758276716,0.31877688186303266,-0.0038231181369673406,-0.01185095516728872,29.60877724924395,-3.8995227507560486,0.11637483103458095,0.5513734370470047,-0.006026562952995307,-0.010811917748466644,0.9814627707004547,0.0033627707004547647,0.0034380643088178764,0.10101843699812889,-0.002081563001871109,-0.020189747835801252,0.7453674654259871,-0.049532534574012965,-0.062312913038134306,83.736,10.631,0.14542096983790437,1.8170646200936365,0.2247646200936364,-0.14115720661535916
221,2026-07-27T04:54:43+00:00,2026-07-27T05:00:56+00:00,372.693,fe6ab6ab358945057fe08d31bbe6801857069a1952a3ef52e4d863465006cb7f,"Natural high-quality faithful restoration of the input video, preserving the original scene and motion while improving clean credible detail, stable edges, realistic color, and perceptual quality without invented content.","blur, flickering, temporal inconsistency, ghosting, warped structures, hallucinated textures, oversharpening, ringing artifacts, compression artifacts, color shifts, plastic texture, noise amplification",0.500000,Low-CFG fidelity prompt with artifact-focused negative prompt.,,prompt_negative_cfg,0,0,completed,,0bc24ca5ed34a56158c709fc6ad8c9dfeb2bf506d643e581a3511c3d5483355d,results_test/UDM10,2.2162431329147485,2,2,0.12925297644829925,0,0,26.5142529764483,0.12925297644829925,0.004898729446590837,0.7841024642148355,0.010202464214835505,0.013183181567173413,0.25059460867797173,0.001394608677971726,-0.005596343009517359,0.12505870980601158,0.008358709806011583,-0.0716256195887882,0.3953697527127881,-0.01143024728721187,-0.02809795301674501,0.5574885016487491,-0.006211498351250899,-0.011019156202325527,4.927135891054631,0.3673358910546307,-0.08055964977732152,32.309242997820235,0.7865429978202343,-0.02495163795678144,3.1057651696666597,0.21466516966665994,0.07425034404436372,65.55720261604554,-0.10899738395445979,-0.0016598704349339505,0.3187626397657779,-0.003837360234222098,-0.011895103019907309,29.585305490801414,-3.9229945091985847,0.11707530698956929,0.5589457094669342,0.0015457094669342197,0.002773070446598887,0.98138267993927,0.0032826799392700057,0.0033561802875677394,0.10533340536057949,0.0022334053605794907,0.021662515621527552,0.7483814092615628,-0.04651859073843723,-0.05852131178568024,83.79,10.685000000000002,0.14615963340400795,1.8110839625781714,0.21878396257817134,-0.13740121998252297
222,2026-07-27T05:00:56+00:00,2026-07-27T05:07:12+00:00,375.275,d03a5053eee0d6bb6dd146dccc9b06af5929f63c87296bb1ccd0d3362d0094fd,"Natural high-quality faithful restoration of the input video, preserving the original scene and motion while improving clean credible detail, stable edges, realistic color, and perceptual quality without invented content.","blur, flickering, temporal inconsistency, ghosting, warped structures, hallucinated textures, oversharpening, ringing artifacts, compression artifacts, color shifts, plastic texture, noise amplification",0.550000,Low-CFG fidelity prompt with artifact-focused negative prompt.,,prompt_negative_cfg,0,0,completed,,d4fe4b3cfadc7fdf894a36a827b8e3679dc477ee99115a5a658bd43ddf5b6cb9,results_test/UDM10,2.216387581948227,2,2,0.1292851121963956,0,0,26.514285112196397,0.1292851121963956,0.004899947401796308,0.7841175328238159,0.010217532823815878,0.01320265256986158,0.25063677595988393,0.0014367759598839236,-0.005765553611091186,0.1251319923708516,0.008431992370851599,-0.07225357644260154,0.3954604091182832,-0.011339590881716821,-0.027875100495862393,0.5576580701335784,-0.006041929866421603,-0.010718342853329082,4.929841011673184,0.3700410116731838,-0.08115290400306675,32.30974367740177,0.7870436774017691,-0.02496752110072326,3.1056926892649743,0.21459268926497455,0.07422527386288076,65.55379077542213,-0.11240922457787406,-0.0017118277679822199,0.31876202985163654,-0.0038379701483634565,-0.011896993640308298,29.565794323336696,-3.942505676663302,0.11765758563291191,0.5591447532176972,0.0017447532176971814,0.0031301636485417676,0.981588351726532,0.0034883517265320574,0.0035664571378509944,0.10296224243938923,-0.00013775756061076838,-0.0013361548070879572,0.7594426273518741,-0.035457372648125984,-0.04460607956739965,83.85499999999999,10.749999999999986,0.14704876547431756,1.808983101048701,0.21668310104870092,-0.13608183197180238
223,2026-07-27T05:07:12+00:00,2026-07-27T05:13:28+00:00,376.31,69498d4b028a74c07db55af24b3d7eded9ab93e92e9fb7853f6238622dab88fb,"Natural high-quality faithful restoration of the input video, preserving the original scene and motion while improving clean credible detail, stable edges, realistic color, and perceptual quality without invented content.","blur, flickering, temporal inconsistency, ghosting, warped structures, hallucinated textures, oversharpening, ringing artifacts, compression artifacts, color shifts, plastic texture, noise amplification",0.600000,Low-CFG fidelity prompt with artifact-focused negative prompt.,,prompt_negative_cfg,0,0,completed,,99b0ef2ddb74bf1afec7af0093840e97533ecf4752341c2fd3029a03083751fa,results_test/UDM10,2.216322824808963,2,2,0.12895434102704328,0,0,26.513954341027045,0.12895434102704328,0.004887411067919017,0.7841215868436208,0.010221586843620734,0.013207890998346987,0.2506726920604706,0.0014726920604705984,-0.005909679215371583,0.1251851370257716,0.00848513702577161,-0.07270897194320146,0.39528386410205596,-0.011516135897944035,-0.02830908529484768,0.5575473334520094,-0.006152666547990626,-0.010914788979937248,4.931080266464297,0.37128026646429735,-0.08142468232472858,32.31283269469814,0.7901326946981371,-0.02506551452439471,3.1059575588472432,0.21485755884724345,0.07431688936641537,65.53892668447187,-0.1272733155281287,-0.0019381860915985499,0.3187755398452282,-0.0038244601547717805,-0.011855115172882147,29.55346364667339,-3.954836353326609,0.11802557435998273,0.5615998327732086,0.004199832773208567,0.0075346838414219,0.9814824879169464,0.0033824879169463973,0.0034582230006608705,0.10490399226546288,0.0018039922654628782,0.01749750014997942,0.7514601162106705,-0.0434398837893295,-0.05464823724912505,83.906,10.801000000000002,0.1477463921756378,1.8072920574437983,0.21499205744379823,-0.13501981878025388
224,2026-07-27T05:13:29+00:00,2026-07-27T05:30:14+00:00,1004.447,9e52253995881297c37aa98420ce9be93441c317150f0a987524bb3f7862e3c7,"Natural high-quality faithful restoration of the input video, preserving the original scene and motion while improving clean credible detail, stable edges, realistic color, and perceptual quality without invented content.","blur, flickering, temporal inconsistency, ghosting, warped structures, hallucinated textures, oversharpening, ringing artifacts, compression artifacts, color shifts, plastic texture, noise amplification",0.650000,Low-CFG fidelity prompt with artifact-focused negative prompt.,,prompt_negative_cfg,0,0,completed,,5ae1c3b95b1d64c78bf083a39077245ab20ee62a6b2e6eec0b072a7d0497b497,results_test/UDM10,2.2162345545072073,2,2,0.12850395448746355,0,0,26.513503954487465,0.12850395448746355,0.004870341272975688,0.7841210665132178,0.010221066513217747,0.013207218649977705,0.2507325159445886,0.0015325159445886138,-0.006149742955813057,0.12526265267402897,0.008562652674028975,-0.07337320200538967,0.3952739920346967,-0.011526007965303287,-0.028333352913724894,0.5574970570302777,-0.006202942969722236,-0.011003979013166998,4.931062343086423,0.37126234308642303,-0.08142075158700447,32.340968164301124,0.8182681643011236,-0.025958060835560518,3.1054487939803836,0.21434879398038387,0.07414091314046,65.52759085624449,-0.13860914375551658,-0.0021108141441946783,0.3187814002796527,-0.0038185997203473154,-0.01183694891614171,29.529386261970767,-3.978913738029231,0.11874412423277908,0.562434870004654,0.0050348700046539685,0.00903277718811261,0.9814992785453797,0.0033992785453796914,0.0034753895771185888,0.1065293662250042,0.003429366225004199,0.03326252400586032,0.7571346743604164,-0.03776532563958368,-0.04750953030517509,83.8,10.694999999999993,0.14629642295328626,1.8100552320296022,0.21775523202960212,-0.13675515419807957
225,2026-07-27T05:30:14+00:00,2026-07-27T05:53:31+00:00,1397.35,bc1a257c4c9ee17621400bb98cbe3e57d8cd467a972d90d696816dde7a58c01b,"Natural high-quality faithful restoration of the input video, preserving the original scene and motion while improving clean credible detail, stable edges, realistic color, and perceptual quality without invented content.","blur, flickering, temporal inconsistency, ghosting, warped structures, hallucinated textures, oversharpening, ringing artifacts, compression artifacts, color shifts, plastic texture, noise amplification",0.700000,Low-CFG fidelity prompt with artifact-focused negative prompt.,,prompt_negative_cfg,0,0,completed,,29149f26af52dea8552186477f8ddd8883025b8318e90b382ef07c9430addf97,results_test/UDM10,2.216345754263122,2,2,0.12828407410652432,0,0,26.513284074106526,0.12828407410652432,0.004862007735703024,0.7841234942723636,0.010223494272363576,0.013210355695003975,0.2507543429491982,0.0015543429491981786,-0.006237331256814521,0.12528830593632115,0.00858830593632115,-0.07359302430438004,0.39539360913538163,-0.011406390864618365,-0.028039308910074646,0.5576585927317219,-0.006041407268278065,-0.01071741576774537,4.934840023832113,0.37504002383211255,-0.08224922668365116,32.326238452331445,0.8035384523314448,-0.025490787665125286,3.103841241328947,0.21274124132894734,0.07358487818786875,65.52030104360274,-0.1458989563972608,-0.002221827308375706,0.31876289945456293,-0.0038371005454370666,-0.011894298032972928,29.51414283014113,-3.9941571698588696,0.11919903933827947,0.5574760377407074,7.603774070741309e-05,0.00013641503535596178,0.9814038515090943,0.003303851509094291,0.003377825896221543,0.10451467465609313,0.001414674656093129,0.013721383667246644,0.7648905986040392,-0.030009401395960866,-0.03775242344440919,83.78599999999999,10.680999999999983,0.14610491758429633,1.810566139150372,0.21826613915037196,-0.137076015292578
226,2026-07-27T05:53:32+00:00,2026-07-27T06:04:36+00:00,663.954,fde059bc55dfdb1e812d6718033b8a599fe0cac77eb781154d82111cf4af390b,"Natural high-quality faithful restoration of the input video, preserving the original scene and motion while improving clean credible detail, stable edges, realistic color, and perceptual quality without invented content.","unstable edges, temporal jitter, motion trails, ghosting, hallucinated details, fake textures, oversharpening, ringing, color shifts, excessive smoothing, noise amplification, distorted structures",0.450000,Low-CFG fidelity prompt with artifact-focused negative prompt.,,prompt_negative_cfg,0,0,completed,,d123a2bf5a536dfdcdb98e7c75cdb60be67d9d9edde2470b5f737f3f7fb50cdb,results_test/UDM10,2.214529127053816,2,2,0.13749321476105436,0,0,26.522493214761056,0.13749321476105436,0.0052110371332595926,0.7841611982308593,0.010261198230859248,0.013259075114173985,0.2508898263496738,0.0016898263496737675,-0.006781004613458136,0.12545528161910274,0.008755281619102745,-0.07502383563926945,0.3947121239958271,-0.012087876004172882,-0.029714542783119177,0.5574124940941411,-0.0062875059058589144,-0.011153993091819966,4.936088729780044,0.37628872978004413,-0.08252307771833066,32.39433658059643,0.8716365805964301,-0.02765107622749416,3.0917734234563765,0.20067342345637673,0.06941075142899822,65.43978330550655,-0.2264166944934516,-0.003447994470419357,0.3176935298067908,-0.0049064701932092225,-0.015209145050245575,29.505067099294354,-4.003232900705644,0.11946988957081213,0.5555096000432969,-0.0018903999567031482,-0.0033914602739561323,0.9814419150352478,0.0033419150352478333,0.0034167416779959446,0.10270924717187882,-0.00039075282812117695,-0.003790037130176304,0.7548363968784425,-0.040063603121557545,-0.05040080905970253,83.82300000000001,10.718000000000004,0.1466110389166268,1.80446472959981,0.21216472959980992,-0.1332441936819757
227,2026-07-27T06:04:37+00:00,2026-07-27T06:22:29+00:00,1071.812,38f3d7af6176b7e2e5bf718eaf3bd23840b61715a04688559063ddba068272f1,"Natural high-quality faithful restoration of the input video, preserving the original scene and motion while improving clean credible detail, stable edges, realistic color, and perceptual quality without invented content.","unstable edges, temporal jitter, motion trails, ghosting, hallucinated details, fake textures, oversharpening, ringing, color shifts, excessive smoothing, noise amplification, distorted structures",0.500000,Low-CFG fidelity prompt with artifact-focused negative prompt.,,prompt_negative_cfg,0,0,completed,,0b433ac0242b87e43f66c2a868e026c0bfc32846a3aff855a063f104a3a2feb9,results_test/UDM10,2.2145227199156543,2,2,0.13578876495361314,0,0,26.520788764953615,0.13578876495361314,0.005146437936464398,0.7841505218811451,0.010250521881145058,0.013245279598326732,0.25091975831216384,0.0017197583121638382,-0.006901116822487312,0.12550593133895627,0.008805931338956269,-0.07545785209045645,0.3944072942579947,-0.012392705742005294,-0.030463878421841922,0.5570964002801526,-0.006603599719847364,-0.011714741386991953,4.9357793040596025,0.37597930405960245,-0.08245521822439635,32.39455542058887,0.8718554205888722,-0.02765801852597881,3.093061312936967,0.20196131293696729,0.06985621837258044,65.44905385663434,-0.2171461433656674,-0.0033068175616324286,0.3178456132931094,-0.004754386706890601,-0.014737714528489154,29.497892908896166,-4.010407091103833,0.11968399146193132,0.5628011077642441,0.005401107764244073,0.009689823760753629,0.9814295709133148,0.003329570913314872,0.00340412116686931,0.10633542053401471,0.00323542053401471,0.031381382483168865,0.7459254926581848,-0.0489745073418153,-0.06161090368828192,83.875,10.769999999999996,0.14732234457287458,1.8045302218524735,0.21223022185247342,-0.1332853242808977
228,2026-07-27T06:22:29+00:00,2026-07-27T06:29:25+00:00,415.95,3c99f9455753fe3069afc3e05bc7e06517a949e1339df4d4bbc9229be4e8a702,"Natural high-quality faithful restoration of the input video, preserving the original scene and motion while improving clean credible detail, stable edges, realistic color, and perceptual quality without invented content.","unstable edges, temporal jitter, motion trails, ghosting, hallucinated details, fake textures, oversharpening, ringing, color shifts, excessive smoothing, noise amplification, distorted structures",0.550000,Low-CFG fidelity prompt with artifact-focused negative prompt.,,prompt_negative_cfg,0,0,completed,,4635c82580d0a327b37b222befbefa363236e67f7d6ec02f4618062e05f300f1,results_test/UDM10,2.214785958697288,2,2,0.13409210451187548,0,0,26.519092104511877,0.13409210451187548,0.005082133959138733,0.7841420718027786,0.010242071802778585,0.013234360773715705,0.2509467351100137,0.0017467351100136919,-0.007009370425416099,0.12554355955892996,0.008843559558929959,-0.07578028756580941,0.3949304489358779,-0.011869551064122075,-0.029177854139926438,0.5570908436852117,-0.0066091563147883114,-0.011724598748959219,4.935357477210708,0.375557477210708,-0.08236270827902714,32.40240638463362,0.8797063846336215,-0.027907076000267157,3.0930266649492326,0.20192666494923284,0.06984423401101064,65.44955776583764,-0.2166422341623644,-0.003299143762885082,0.3179892111689814,-0.00461078883101862,-0.014292587820888467,29.485335811491932,-4.022964188508066,0.12005873734292895,0.5511186093091964,-0.006281390690803579,-0.011269089865094329,0.9811672687530517,0.003067268753051744,0.003135945969790148,0.10039500929415227,-0.002704990705847732,-0.02623657328659294,0.7717632957084184,-0.023136704291581656,-0.029106433880465032,83.873,10.768,0.14729498666301893,1.8026704403503875,0.21037044035038743,-0.13211733991734437
229,2026-07-27T06:29:26+00:00,2026-07-27T06:36:12+00:00,405.985,05252527e331a221732076a8d31149305ff82861e0ca858e63c3142f003318cd,"Natural high-quality faithful restoration of the input video, preserving the original scene and motion while improving clean credible detail, stable edges, realistic color, and perceptual quality without invented content.","unstable edges, temporal jitter, motion trails, ghosting, hallucinated details, fake textures, oversharpening, ringing, color shifts, excessive smoothing, noise amplification, distorted structures",0.600000,Low-CFG fidelity prompt with artifact-focused negative prompt.,,prompt_negative_cfg,0,0,completed,,2876112ad07d7093eb41f49d777adef2964146b2220bdf89b700bdda9ef59e80,results_test/UDM10,2.2149771959450857,2,2,0.1335804797757021,0,0,26.518580479775704,0.1335804797757021,0.005062743216816452,0.7841488340197242,0.010248834019724207,0.01324309861703606,0.2509513650450014,0.0017513650450013685,-0.007027949618785587,0.12551680976344695,0.008816809763446953,-0.07555106909551802,0.39496338545314724,-0.011836614546852753,-0.029096889249883857,0.5572847915272559,-0.006415208472744127,-0.011380536584609061,4.935485952036661,0.3756859520366609,-0.08239088381873347,32.41437192856047,0.89167192856047,-0.028286660995424564,3.095117504365983,0.2040175043659831,0.07056743259174124,65.4489410154281,-0.21725898457189885,-0.003308535967847977,0.31803823745539117,-0.004561762544608827,-0.014140615451360283,29.471013026083664,-4.037286973916334,0.12048617727298414,0.5572849571704864,-0.00011504282951357858,-0.00020639187210903944,0.9813585102558136,0.0032585102558135848,0.003331469436472329,0.10359776504337788,0.0004977650433778819,0.004827982961958117,0.7553908522334185,-0.03950914776658154,-0.049703293202392175,83.84,10.735,0.14684358115040008,1.8021453773447622,0.20984537734476216,-0.13178758861066517
